stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
3123, ,Strada Lunga,,45.807780521494,24.1458141803741,,0,
5150, ,Aron Pumnul,,45.7756276847028,24.1482388973236,,0,
4186, ,Vama,,45.7906796610168,24.0964132547379,,0,
1210, ,Constitutiei 2,,45.7967258684181,24.1589999198914,,0,
3181, ,Pod Gusterita 1,,45.807372929461,24.17351603508,,0,
5106, ,Transilvaniei,,45.7907825249633,24.1388511657715,,0,
5093, ,Dima 2,,45.776117821751,24.144263863564,,0,
5054, ,Parcul Sub Arini,,45.7836451869785,24.1387224197388,,0,
3010, ,Opel 1,,45.819569250868,24.15043964982,,0,
5211, ,Anton Pann,,45.779683345574,24.1455137729645,,0,
3180, ,General Balan,,45.804024583333,24.144502916667,,0,
5055, ,Billa,,45.7864068990217,24.1403733193874,,0,
4041, ,Campului 1,,45.806373596191,24.136541366577,,0,
4087, ,Mc Donald's,,45.7934045563748,24.1299998760223,,0,
5210, ,Piata Aurel Vlaicu 1,,45.783207490289,24.148287177086,,0,
2124, ,Cgs,,45.7885007710053,24.1888743638992,,0,
1214, ,Muzeul De Stiinte Naturale,,45.7943171888664,24.1546440124512,,0,
5516, ,Kaufland 2,,45.794019836889,24.133172929287,,0,
3071, ,Gladiolelor,,45.805660262453,24.148665368557,,0,
4108, ,Siemens,,45.7928547254874,24.0942299365997,,0,
5144, ,Ciresica 2,,45.772567972274,24.147465080023,,0,
4183, ,Simpa 1,,45.791975732869,24.105760753155,,0,
5052, ,Bazin Olimpia,,45.7873673404642,24.1412758827209,,0,
5051, ,Spitalul Militar,,45.783633964029,24.138620495796,,0,
4045, ,Paris 1,,45.804321289062,24.133302688599,,0,
4181, ,Turnisor,,45.7936963011735,24.1225326061249,,0,
2122, ,Stefan Cel Mare 1,,45.788324959857,24.182469248772,,0,
1212, ,Nufarul,,45.7925180916546,24.1510659456253,,0,
4105, ,Turda 1,,45.794222747058,24.096985906362,,0,
5142, ,Siretului 2,,45.771973970122,24.140500724316,,0,
5213, ,Cec,,45.7870755625355,24.1495209932327,,0,
4119, ,Metro,,45.7923965289375,24.1090692579746,,0,
5410, ,Valea Sapunului,,45.78116802507,24.167658718918,,0,
4039, ,Kogalniceanu 2,,45.800391050585,24.136244058609,,0,
5053, ,Bulevardul Victoriei,,45.7794513876841,24.1361045837402,,0,
4038, ,Piata Cluj 1,,45.802118333333,24.137620833333,,0,
4102, ,Ambient 1,,45.792776177775,24.11094546318,,0,
1221, ,Electrica,,45.7975038047878,24.1611135005951,,0,
2099, ,Piata Vasile Aaron 1,,45.786112310453,24.174503087997,,0,
5177, ,Lomonosov,,45.7856952077849,24.1488021612167,,0,
4187, ,Bosch,,45.7935616499178,24.1232299804688,,0,
4100, ,Ambient 2,,45.795407465877,24.105074107647,,0,
5016, ,Calea Dumbravii 2,,45.771242450118,24.138486385346,,0,
1901, ,Frunzei 2,,45.7963892579687,24.1248500347137,,0,
5411, ,Mobexpert,,45.7786178588867,24.1697177886963,,0,
2095, ,Comtram 1,,45.791690826416,24.182386398315,,0,
4037, ,Piata Cluj 2,,45.80208892061,24.137499332428,,0,
4046, ,Kiev,,45.800824583333,24.136210416667,,0,
4184, ,Simpa 2,,45.791837337024,24.104229211807,,0,
5114, ,Mol,,45.7927125914505,24.1406965255737,,0,
2127, ,Liceul Energetic,,45.7838359767679,24.1702437400818,,0,
5171, ,Bloc 1 Mihai Viteazu,,45.78186070969,24.149757027626,,0,
4086, ,Lidl,,45.7932549430651,24.130294919014,,0,
1173, ,Piata Cibin 1,,45.799489737325,24.144129753113,,0,
4103, ,Brandl 1,,45.795199884763,24.10906791687,,0,
5018, ,Cimitirul Eroilor 2,,45.766250645754,24.133057594299,,0,
1902, ,Transcom 2,,45.7986557290798,24.1246032714844,,0,
5301, ,Shopping City,,45.777248382568,24.171184539795,,0,
5090, ,Vasile Milea 1,,45.78120625,24.164589583333,,0,
4050, ,Paris 2,,45.804695461782,24.13389980793,,0,
4040, ,Kogalniceanu 1,,45.799792083333,24.137012253333,,0,
4118, ,Vama 2,,45.790821800238,24.096947014332,,0,
5082, ,Kaufland 1,,45.7930005995168,24.1336315870285,,0,
1121, ,Abatorului,,45.8019094125687,24.1568005084991,,0,
2111, ,Moldoveanu,,45.784599129396,24.1617894172668,,0,
5172, ,Bloc 9 Mihai Viteazu,,45.7801285523689,24.153174161911,,0,
1172, ,Cibinului,,45.8039325843062,24.149215221405,,0,
5012, ,Dumbrava 2,,45.760435041967,24.126216620207,,0,
5081, ,Penny,,45.7925143512673,24.1350638866425,,0,
1903, ,Frigoriferului 2,,45.8046057120331,24.126153588295,,0,
4042, ,Campului  2,,45.806467989699,24.136828780174,,0,
2096, ,Comtram 2,,45.791663406622,24.182431697845,,0,
4048, ,Parcul Reconstructiei,,45.800952911377,24.14319229126,,0,
4111, ,Aeroport 2,,45.790206484418,24.092443585396,,0,
5178, ,Mondex,,45.7957609130229,24.1363406181335,,0,
3175, ,Rusciorului 2,,45.8057687079953,24.1517901420593,,0,
5098, ,Piata Rahova 3,,45.777902482846,24.157208204269,,0,
1904, ,Magnolia,,45.8077132129235,24.1082096099854,,0,
1125, ,Targu Fanului,,45.8034109047236,24.1515219211578,,0,
5011, ,Muzeul Astra,,45.755223311858,24.116435945034,,0,
1111, ,Alba Iulia,,45.7926340435377,24.1406965255737,,0,
2097, ,Concefa,,45.7952651977539,24.1839962005615,,0,
4188, ,Bricomat,,45.7894695927029,24.0871006250381,,0,
1174, ,Scandia 3,,45.796606184936,24.140948653221,,0,
1216, ,Teatru,,45.7917026812765,24.1497999429703,,0,
5251, ,Calea Poplacii,,45.7788771006917,24.1340339183807,,0,
1054, ,Casa  Armatei,,45.7916652768445,24.1469728946686,,0,
3045, ,Bariera Tiglari 2,,45.810659756409,24.138491749764,,0,
4120, ,Rar,,45.789028201122,24.083468914032,,0,
3179, ,Terezian,,45.8087228329411,24.1464766860008,,0,
1215, ,Spitalul Judetean,,45.7952447672315,24.1565269231796,,0,
1115, ,A. Saguna,,45.7922038982428,24.1468441486359,,0,
5254, ,Piata Talmaciu 2,,45.776458296096,24.1317486763,,0,
2411, ,Xxl,,45.7792250407483,24.1700559854507,,0,
1124, ,Aida,,45.789069347942,24.150416851044,,0,
2140, ,Libra 2,,45.8013091783559,24.1694176197052,,0,
3046, ,Piata Tiglari 2,,45.8133182424589,24.1357612609863,,0,
4104, ,Brandl 2,,45.795738472001,24.108998179436,,0,
4202, ,Ifm - Bilstein,,45.7912874906745,24.0776538848877,,0,
1052, ,Strada Lector,,45.79742152357,24.1613173484802,,0,
5105, ,Strand,,45.7906890122925,24.134087562561,,0,
5253, ,Piata Sadu 2,,45.773809276031,24.128996729851,,0,
2123, ,Narcisa,,45.7838808683882,24.1706514358521,,0,
3043, ,Alimentara Tiglari 2,,45.809666998065,24.140498042107,,0,
5113, ,Miraslau,,45.7860206603584,24.1585600376129,,0,
3106, ,Calea Gusteritei 2,,45.802447934957,24.1697180271149,,0,
5151, ,Sala Transilvania,,45.7835366983758,24.1463184356689,,0,
3050, ,Lisabona 2,,45.8150007629922,24.1314750909805,,0,
4101, ,Ambient 3,,45.795061496924,24.102399945259,,0,
4185, ,Snr Rulmenti,,45.7938608744888,24.0773963928223,,0,
3173, ,Flaro,,45.8033604193434,24.1467261314392,,0,
1051, ,Gara,,45.7997253517423,24.1606092453003,,0,
5515, ,Maramuresului,,45.7889833136468,24.1328108310699,,0,
5057, ,Theodor Mihaly 2,,45.770952458714,24.126062393188,,0,
2128, ,Piata Vasile Aaron 2,,45.787023191976,24.175715446472,,0,
5115, ,Peco Milea,,45.7826650409049,24.1651421785355,,0,
3102, ,Alecu Russo 2,,45.8060566485834,24.1723948717117,,0,
4083, ,Bieltz,,45.7929594555985,24.1205370426178,,0,
5152, ,Alexandru Vlahuta,,45.7782541703283,24.1403424739838,,0,
3052, ,Deventer,,45.8146119183188,24.1285997629166,,0,
4182, ,Sc Continental,,45.7978937039066,24.077070504427,,0,
4106, ,Turda 2,,45.794238643215,24.096847772598,,0,
4173, ,Piata Cibin 2,,45.799785190166,24.143464565277,,0,
5511, ,Barsei,,45.7845841657193,24.1328859329224,,0,
2084, ,Viaduct V.aaron 2,,45.788773838284,24.175146818161,,0,
3178, ,Gaz Metan,,45.8088163153505,24.1495344042778,,0,
3182, ,Pod Gusterita 2,,45.8080123615032,24.1743206977844,,0,
4089, ,Scoala Generala Nr.10 / 2,,45.789291381836,24.118064880371,,0,
5116, ,Vasile Milea 2,,45.781681060791,24.165676116943,,0,
2024, ,Retrasib 2,,45.783720006582,24.192878901958,,0,
4115, ,Takata,,45.7925583008027,24.0927305817604,,0,
4174, ,Metalurgistilor,,45.7965968346528,24.1380840539932,,0,
3121, ,Liceul Independenta,,45.8050264127323,24.1506247222424,,0,
4085, ,Piata Iancu De Hunedoara 2,,45.78740474778,24.116481542587,,0,
5107, ,Parcul Strand 2,,45.7818382630707,24.1318130493164,,0,
2092, ,Compa Ii/1,,45.796957754434,24.176434278488,,0,
3174, ,Obor 2,,45.813879088285,24.149386882782,,0,
3104, ,Alimentara Gusterita 2,,45.811183237676,24.178665876389,,0,
1122, ,Apollo,,45.8019804679041,24.1558510065079,,0,
5096, ,Piata Rahova 2,,45.778141929883,24.158919453621,,0,
3183, ,Resita 1,,45.8077954789431,24.1675534844399,,0,
2082, ,Ceferistilor 2,,45.789738914662,24.170061349869,,0,
2022, ,Greiner 2,,45.782154385455,24.192959368229,,0,
4114, ,Phoenix M.p. 2,,45.794111473831,24.088640213013,,0,
4171, ,Distributiei,,45.7969128733447,24.134076833725,,0,
4082, ,Asachi 2,,45.784153958299,24.113118052483,,0,
5108, ,Dimitrie Cantemir,,45.779877890157,24.1287767887115,,0,
2088, ,Henri Coanda,,45.795884127729,24.180508805439,,0,
2121, ,Stefan Cel Mare 2,,45.788296904836,24.182150065899,,0,
1123, ,Brd,,45.7992503819756,24.1581362485886,,0,
5145, ,Mihai Viteazu,,45.7791296380456,24.1556417942047,,0,
2086, ,Trei Stejari 2,,45.790023197541,24.165267907083,,0,
3012, ,Opel 2,,45.819147024371,24.150320291519,,0,
4109, ,Aeronamic,,45.7966585464909,24.0840375423431,,0,
4175, ,Dpc,,45.7978703287365,24.1314911842346,,0,
3177, ,Piata Cibin 3,,45.801574703322,24.143614768982,,0,
4077, ,Stavilarului 2,,45.781655853333,24.109984166667,,0,
5109, ,Sacel 1,,45.7777752761884,24.126513004303,,0,
3072, ,Viile Sibiului 1,,45.839309379118,24.152112007141,,0,
2125, ,Stefan Cel Mare 3,,45.788444661125,24.188166260719,,0,
5179, ,Nicolae Iorga,,45.7782130155247,24.1496980190277,,0,
1081, ,Hermann Oberth,,45.795282169261,24.159922599792,,0,
9224, ,Podului 2,,45.79279861999,24.206185340881,,0,
4180, ,Barcelona,,45.7989736260715,24.0827715396881,,0,
4172, ,Autogarii,,45.7956038256794,24.1312122344971,,0,
4080, ,Zavoi 2,,45.779889166667,24.108888333333,,0,
9100, ,Um Poplaci,,45.7683836303153,24.1227793693542,,0,
3112, ,Viile Sibiului 2,,45.83898050053,24.155330657959,,0,
2129, ,Irmes 2,,45.788511992975,24.191615581512,,0,
4201, ,Harting 2,,45.799500957082,24.087181091309,,0,
9101, ,Uzina De Apa,,45.7584982439876,24.1108851134777,,0,
3013, ,Viile Sibiului 3,,45.83537018278,24.159933328628,,0,
4200, ,Marquardt,,45.7975094148664,24.0897506475449,,0,
3242, ,Viilor 2,,45.807759954995,24.18568521738,,0,
3014, ,Viile Sibiului 4,,45.832776290239,24.156811237335,,0,
3107, ,Cema 2,,45.8054695473664,24.1889762878418,,0,
3016, ,Hornbach,,45.8218013668534,24.1493922472,,0,
3185, ,Smardan 2,,45.81077193138,24.179717302322,,0,
